building_code,open_schools,num_open_schools,top_school_enrolled,total_enrolled,primary_address,city,longitude,latitude,campus_name,room,sbhc_sponsor,schools_served,num_school_served,services_provided
K138,P.S. 138 Brooklyn|Success Academy Charter School - Prospect Heights,2,P.S. 138 Brooklyn,692,760 PROSPECT PLACE,BROOKLYN,-73.951559,40.673943,NA,NA,NA,NA,NA,H+H School
X317,P.S. 583,1,P.S. 583,416,1028 WHITE PLAINS ROAD,BRONX,-73.859622,40.826949,NA,NA,NA,NA,NA,NA
X015,P.S. 291|P.S. X015 Institute for Environmental Learning,2,P.S. 291,824,2195 ANDREWS AVENUE,BRONX,-73.909763,40.859243,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X839,Bronx High School for the Visual Arts,1,Bronx High School for the Visual Arts,416,2040 ANTIN PL,BRONX,-73.864438,40.851577,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q147,P.S./M.S. 147 Ronald McNair,1,P.S./M.S. 147 Ronald McNair,416,218-01 116 Avenue,Queens,-73.74014,40.698028,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M173,P.S. 173,1,P.S. 173,415,306 FORT WASHINGTON AVENUE,MANHATTAN,-73.939785,40.845459,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K660,W. H. Maxwell Career and Technical Education High School,1,W. H. Maxwell Career and Technical Education High School,415,145 PENNSYLVANIA AVENUE,BROOKLYN,-73.895976,40.673766,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K346,Frederick Douglass Academy VIII Middle School|P.S. 346 Abe Stark,2,P.S. 346 Abe Stark,609,1400 PENNSYLVANIA AVENUE,BROOKLYN,-73.881997,40.64664,NA,NA,NA,NA,NA,"School Mental Health Specialist Program, School Response Team"
MAQE,Harlem Hebrew Language Academy Charter School,1,Harlem Hebrew Language Academy Charter School,414,147 SAINT NICHOLAS AVENUE,NEW YORK CITY,-73.952751,40.804559,NA,NA,NA,NA,NA,NA
XCGA,AECI II: NYC Charter High School for Computer Engineering and Innovation,1,AECI II: NYC Charter High School for Computer Engineering and Innovation,414,116 East 169 Street,Bronx,-73.917477,40.836714,NA,NA,NA,NA,NA,NA
K154,The Windsor Terrace School,1,The Windsor Terrace School,413,1625 11 AVENUE,BROOKLYN,-73.975967,40.657002,NA,NA,NA,NA,NA,NA
Q197,P.S. 197 The Ocean School,1,P.S. 197 The Ocean School,413,825 HICKSVILLE ROAD,QUEENS,-73.744128,40.599664,NA,NA,NA,NA,NA,Community School MH
X660,Bronx Academy for Software Engineering (BASE)|Crotona International High School|High School for Energy and Technology,3,High School for Energy and Technology,1130,2474 CROTONA AVENUE,BRONX,-73.882487,40.855392,Grace Dodge Campus,105,Morris Heights Health Center,Bronx Academy For Software Engineering (Base)|Crotona International High School|High School For Energy And Technology,3,School-based Health Center w/ Mental Health
M075,P.S. 075 Emily Dickinson,1,P.S. 075 Emily Dickinson,410,735 WEST END AVENUE,MANHATTAN,-73.973996,40.795109,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K273,P.S. 273 Wortman|P.S. K004,2,P.S. K004,719,923 JEROME STREET,BROOKLYN,-73.879276,40.6585,NA,NA,NA,NA,NA,School Mental Health Specialist Program
QABC,Middle Village Preparatory Charter School,1,Middle Village Preparatory Charter School,410,68-02 METROPOLITAN AVENUE,QUEENS,-73.888325,40.710973,NA,NA,NA,NA,NA,NA
M816,P.S. 527 - East Side School for Social Action,1,P.S. 527 - East Side School for Social Action,409,323 EAST 91 STREET,MANHATTAN,-73.947856,40.780652,NA,NA,NA,NA,NA,NA
M163,P.S. 163 Alfred E. Smith,1,P.S. 163 Alfred E. Smith,409,163 West 97 Street,Manhattan,-73.96847,40.795163,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X600,Alfred E. Smith Career and Technical Education High School|Bronx Design and Construction Academy|Bronx Haven High School,3,Alfred E. Smith Career and Technical Education High School,775,333 EAST 151 STREET,BRONX,-73.919949,40.818645,NA,NA,NA,NA,NA,NA
X063,P.S. 063 Author's Academy,1,P.S. 063 Author's Academy,409,1260 FRANKLIN AVENUE,BRONX,-73.901859,40.83093,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K126,John Ericsson Middle School 126|Northside Charter High School,2,Northside Charter High School,586,424 LEONARD STREET,BROOKLYN,-73.947932,40.719818,NA,NA,NA,NA,NA,Community School MH
K420,Academy of Innovative Technology|Brooklyn Lab School|Cypress Hills Collegiate Preparatory School|Multicultural High School|The Urban Assembly School for Collaborative Healthcare,5,Cypress Hills Collegiate Preparatory School,1894,999 JAMAICA AVENUE,BROOKLYN,-73.869305,40.693002,Franklin K Lane Campus,167,Northwell LIJ,[D79] Lyfe|[D79] Pathways To Graduation|[D79] Yabc|Academy Of Innovative Technology|Brooklyn Lab School|Cypress Hills Collegiate Preparatory School|Kings Collegiate Charter School|Multicultural High School|The Urban Assembly School For Collaborative Healthcare,9,"Community School MH, School-based Health Center w/ Mental Health"
Q041,P.S. 041 Crocheron,1,P.S. 041 Crocheron,408,214-43 35 Avenue,Queens,-73.771225,40.770155,NA,NA,NA,NA,NA,NA
K480,Academy for Excellence in Leadership|The Academy of Urban Planning and Engineering|The Brooklyn School for Math and Research|The Brooklyn School for Social Justice,4,The Academy of Urban Planning and Engineering,1302,400 IRVING AVENUE,BROOKLYN,-73.911751,40.696457,Bushwick Educational Campus,104,NYU Langone FHC,[D79] Lyfe|Academy For Excellence In Leadership|The Academy Of Urban Planning And Engineering|The Brooklyn School For Math And Research|The Brooklyn School For Social Justice,5,Community School MH
K158,P.S. 158 Warwick,1,P.S. 158 Warwick,407,400 ASHFORD STREET,BROOKLYN,-73.885214,40.67259,NA,NA,NA,NA,NA,Community School MH
Q276,David N. Dinkins School,1,David N. Dinkins School,407,108-29 155 STREET,QUEENS,-73.796358,40.693736,NA,NA,NA,NA,NA,NA
R066,Port Richmond School for Visionary Learning,1,Port Richmond School for Visionary Learning,406,1625 FOREST AVENUE,STATEN IS,-74.142526,40.624781,NA,NA,NA,NA,NA,NA
XBTY,Capital Preparatory Bronx Charter School,1,Capital Preparatory Bronx Charter School,406,755 Co-Op City Boulevard,Bronx,-73.826963,40.880213,NA,NA,NA,NA,NA,NA
X178,P.S. 178 - Dr. Selman Waksman|P.S. X596,2,P.S. X596,723,850 BAYCHESTER AVENUE,BRONX,-73.831669,40.874035,NA,NA,NA,NA,NA,NA
M208,Harlem Link Charter School,1,Harlem Link Charter School,404,21 WEST 111 STREET,MANHATTAN,-73.950146,40.798461,NA,NA,NA,NA,NA,School-based Mental Health Clinic
QCPP,Elm Community Charter School,1,Elm Community Charter School,404,79-17 51 Avenue,Queens,-73.883763,40.737623,NA,NA,NA,NA,NA,NA
KDZH,Brooklyn Prospect Charter School - CSD 13.2|Brooklyn Prospect Charter School - CSD 15,2,Brooklyn Prospect Charter School - CSD 13.2,NA,341 39 Street,Brooklyn,-74.007009,40.653417,NA,NA,NA,NA,NA,NA
K073,Brooklyn Environmental Exploration School (BEES)|Brooklyn Landmark Elementary School,2,Brooklyn Landmark Elementary School,569,251 Macdougal Street,Brooklyn,-73.910719,40.680679,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M111,City Knoll Middle School|P.S. 111 Adolph S. Ochs,2,P.S. 111 Adolph S. Ochs,585,440 WEST 53 STREET,MANHATTAN,-73.989776,40.76588,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X007,Milton Fein School,1,Milton Fein School,401,3201 KINGSBRIDGE AVENUE,BRONX,-73.905697,40.881562,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K034,P.S. 034 Oliver H. Perry,1,P.S. 034 Oliver H. Perry,401,131 NORMAN AVENUE,BROOKLYN,-73.949756,40.726378,NA,NA,NA,NA,NA,NA
K857,P.S. 36,1,P.S. 36,401,2045 Linden Boulevard,Brooklyn,-73.887195,40.660465,NA,NA,NA,NA,NA,NA
Q076,P.S. 076 William Hallet,1,P.S. 076 William Hallet,400,36-36 10 Street,Queens,-73.94163,40.760862,NA,NA,NA,NA,NA,School-based Mental Health Clinic
XABC,Family Life Academy Charter School,1,Family Life Academy Charter School,400,14 WEST 170 STREET,BRONX,-73.918665,40.840262,NA,NA,NA,NA,NA,NA
K455,Boys and Girls High School|Nelson Mandela High School|Research and Service High School,3,Boys and Girls High School,743,1700 FULTON STREET,BROOKLYN,-73.931604,40.678478,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
K269,P.S. 361 East Flatbush Early Childhood School,1,P.S. 361 East Flatbush Early Childhood School,399,1957 NOSTRAND AVENUE,BROOKLYN,-73.947672,40.637625,NA,NA,NA,NA,NA,NA
M052,Harold O. Levy School|High School for Excellence and Innovation|Inwood Early College for Health and Information Technologies,3,Inwood Early College for Health and Information Technologies,692,650 ACADEMY STREET,MANHATTAN,-73.925464,40.865556,JHS 52 Inwood Campus,229,New York-Presbyterian,Harold O. Levy School|High School For Excellence And Innovation|Inwood Early College For Health And Information Technologies,3,"Community School MH, School-based Health Center w/ Mental Health"
X905,High School of American Studies at Lehman College,1,High School of American Studies at Lehman College,398,2925 Goulden Avenue,Bronx,-73.895543,40.874725,NA,NA,NA,NA,NA,School-based Mental Health Clinic
M176,Amistad Dual Language School|Muscota,2,Amistad Dual Language School,647,4862 BROADWAY,MANHATTAN,-73.924,40.8667,NA,NA,NA,NA,NA,School Response Team
X035,P.S. 035 Franz Siegel,1,P.S. 035 Franz Siegel,397,261 EAST 163 STREET,BRONX,-73.917705,40.828009,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q201,P.S. 201 The Discovery School for Inquiry and Research,1,P.S. 201 The Discovery School for Inquiry and Research,397,65-11 155 STREET,QUEENS,-73.813011,40.736541,NA,NA,NA,NA,NA,NA
X155,J. M. Rapport School Career Development|University Prep Charter Middle School,2,University Prep Charter Middle School,775,470 JACKSON AVENUE,BRONX,-73.909363,40.811051,NA,NA,NA,NA,NA,NA
M116,P.S. 116 Mary Lindley Murray,1,P.S. 116 Mary Lindley Murray,396,210 East 33 Street,Manhattan,-73.977906,40.744511,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X091,P.S. 091 Bronx,1,P.S. 091 Bronx,396,2200 AQUEDUCT AVENUE,BRONX,-73.907494,40.858286,NA,NA,NA,NA,NA,NA
K264,P.S. 264 Bay Ridge Elementary School For The Arts,1,P.S. 264 Bay Ridge Elementary School For The Arts,396,371 89th Street,BROOKLYN,-74.029444,40.621025,NA,NA,NA,NA,NA,NA
Q171,P.S. 171 Peter G. Van Alst,1,P.S. 171 Peter G. Van Alst,396,14-14 29 AVENUE,QUEENS,-73.929093,40.770926,NA,NA,NA,NA,NA,NA
X112,P.S. 112 Bronxwood,1,P.S. 112 Bronxwood,395,1925 SCHIEFFELIN AVENUE,BRONX,-73.843977,40.88494,NA,NA,NA,NA,NA,Community School MH
M883,Harvest Collegiate High School,1,Harvest Collegiate High School,394,34 WEST 14 STREET,MANHATTAN,-73.995731,40.736416,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X362,Academy for Scholarship and Entrepreneurship: A College Board School|New World High School|The Bronxwood Preparatory Academy,3,Academy for Scholarship and Entrepreneurship: A College Board School,1074,921 EAST 228TH STREET,BRONX,-73.852714,40.888242,Albert V Tuitt Campus,202,Morris Heights Health Center,Academy For Scholarship And Entrepreneurship|New World High School|P754X@Hb54X|The Bronxwood Preparatory Academy,4,School-based Health Center w/ Mental Health
X701,P.S. 723,1,P.S. 723,394,3540 Bivona Street,Bronx,-73.831856,40.88298,NA,NA,NA,NA,NA,NA
M093,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,1,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,393,501-503 WEST 152 STREET,MANHATTAN,-73.944666,40.830004,NA,NA,NA,NA,NA,School Response Team
X026,M.S. 390|P.S. 396,2,M.S. 390,612,1930 ANDREWS AVENUE,BRONX,-73.913016,40.854335,MS 390,200,Morris Heights Health Center,M.S. 390|P.S. 396,2,School-based Health Center w/ Mental Health
K500,High School for Innovation in Advertising and Media|High School for Medical Professions|Urban Action Academy,3,High School for Medical Professions,812,1600 ROCKAWAY PARKWAY,BROOKLYN,-73.898601,40.640543,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K119,P.S. 119 Amersfort,1,P.S. 119 Amersfort,393,3829 AVENUE K,BROOKLYN,-73.938733,40.626038,NA,NA,NA,NA,NA,NA
Q316,Queens Explorers Elementary School,1,Queens Explorers Elementary School,393,90-07 101ST AVENUE,QUEENS,-73.850123,40.683112,NA,NA,NA,NA,NA,NA
Q136,P.S. 136 Roy Wilkins,1,P.S. 136 Roy Wilkins,393,201-15 115 AVENUE,QUEENS,-73.752694,40.69894,NA,NA,NA,NA,NA,NA
R016,Fort Hill Collaborative Elementary School|P.S. 016 John J. Driscoll,2,P.S. 016 John J. Driscoll,577,195 DANIEL LOW TERRACE,STATEN ISLAND,-74.079594,40.639638,NA,NA,NA,NA,NA,NA
R021,P.S. 21 Margaret Emery-Elm Park,1,P.S. 21 Margaret Emery-Elm Park,392,168 Hooker Place,Staten Island,-74.144599,40.631165,NA,NA,NA,NA,NA,NA
X064,Lucero Elementary School|The Walton Avenue School,2,The Walton Avenue School,661,1425 WALTON AVENUE,BRONX,-73.915879,40.8404,NA,NA,NA,NA,NA,Community School MH
K015,P.S. 015 Patrick F. Daly,1,P.S. 015 Patrick F. Daly,391,71 SULLIVAN STREET,BROOKLYN,-74.011864,40.677085,PS 15 Campus,130,NYU Langone FHC,P.S. 015 Patrick F. Daly|Red Hook Neighborhood School|Summit Academy Charter School,3,School-based Health Center w/ Mental Health
Q126,Albert Shanker School for Visual and Performing Arts,1,Albert Shanker School for Visual and Performing Arts,391,31-51 21 STREET,QUEENS,-73.92999,40.766008,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q636,Epic High School - North,1,Epic High School - North,390,94-25 117th Street,Queens,-73.829409,40.693013,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M153,P.S. 153 Adam Clayton Powell|The William Lynch School,2,P.S. 153 Adam Clayton Powell,621,1750 AMSTERDAM AVENUE,MANHATTAN,-73.947599,40.826514,NA,NA,NA,NA,NA,NA
X132,P.S. 132 Garret A. Morgan,1,P.S. 132 Garret A. Morgan,388,1245 WASHINGTON AVENUE,BRONX,-73.907133,40.832175,NA,NA,NA,NA,NA,NA
X002,Bronx Center for Science and Mathematics|Eximius College Preparatory Academy: A College Board School,2,Bronx Center for Science and Mathematics,756,1363 FULTON AVENUE,BRONX,-73.902794,40.833884,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K380,P.S. 380 John Wayne Elementary,1,P.S. 380 John Wayne Elementary,388,370 MARCY AVENUE,BROOKLYN,-73.953702,40.70179,NA,NA,NA,NA,NA,NA
K515,Academy for Conservation and the Environment|Brooklyn Bridge Academy|Brooklyn Community High School for Excellence and Equity|Brooklyn Theatre Arts High School|Victory Collegiate High School,5,Academy for Conservation and the Environment,1177,6565 FLATLANDS AVENUE,BROOKLYN,-73.916927,40.634451,South Shore Campus,C-150,NYU Langone FHC,[D79] Pathways To Graduation|[D79] Yabc|Academy For Conservation And The Environment|Brooklyn Bridge Academy|Brooklyn Community High School For Excellence And Equity|Brooklyn Theatre Arts High School|Leadership Preparatory Ocean Hill Charter School|Victory Collegiate High School,8,"Community School MH, School-based Health Center w/ Mental Health"
KAKT,Cypress Hills Ascend Charter School,1,Cypress Hills Ascend Charter School,387,396 GRANT AVENUE,BROOKLYN,-73.867071,40.681183,NA,NA,NA,NA,NA,NA
X229,I.S. 229 Roland Patterson|The New American Academy at Roberto Clemente State Park,2,The New American Academy at Roberto Clemente State Park,559,275 HARLEM RIVER PARK BRIDGE,BRONX,-73.9216,40.8524,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M165,Mott Hall II|P.S. 165 Robert E. Simon,2,P.S. 165 Robert E. Simon,745,234 West 109 Street,Manhattan,-73.965949,40.802653,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M495,Park East High School,1,Park East High School,385,230 EAST 105 STREET,MANHATTAN,-73.944092,40.790191,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X057,Frederick Douglass Academy V. Middle School|P.S. 057 Crescent,2,P.S. 057 Crescent,625,2111 CROTONA AVENUE,BRONX,-73.888987,40.848748,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K270,Community Partnership Charter School|P.S. 270 Johann DeKalb,2,Community Partnership Charter School,478,241 Emerson Place,Brooklyn,-73.961134,40.691275,NA,NA,NA,NA,NA,NA
XAGG,Bronx Arts and Science Charter School,1,Bronx Arts and Science Charter School,385,925 HUTCHINSON RIVER PARKWAY,BRONX,-73.838299,40.825715,NA,NA,NA,NA,NA,NA
X113,Leaders of Tomorrow|North Bronx School of Empowerment,2,Leaders of Tomorrow,756,3710 BARNES AVENUE,BRONX,-73.8609,40.8809,IS 113 Campus,274,Montefiore Medical Center,Leaders Of Tomorrow|North Bronx School Of Empowerment,2,Community School MH
KCGR,LEEP Dual Language Academy Charter School,1,LEEP Dual Language Academy Charter School,384,5323 5 AVENUE,BROOKLYN,-74.012089,40.642877,NA,NA,NA,NA,NA,NA
K338,M.S. 890|P.S. 889,2,P.S. 889,684,21 HINCKLEY PLACE,BROOKLYN,-73.97101,40.644861,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q111,P.S. 111 Jacob Blackwell,1,P.S. 111 Jacob Blackwell,383,37-15 13 STREET,QUEENS,-73.939181,40.758342,NA,NA,NA,NA,NA,Community School MH
K994,Bedford Academy High School,1,Bedford Academy High School,382,1119 BEDFORD AVENUE,BROOKLYN,-73.953692,40.685486,NA,NA,NA,NA,NA,H+H School
M028,P.S. 028 Wright Brothers,1,P.S. 028 Wright Brothers,381,475 WEST 155 STREET,MANHATTAN,-73.942023,40.83163,NA,NA,NA,NA,NA,NA
Q118,P.S. 118 Lorraine Hansberry,1,P.S. 118 Lorraine Hansberry,381,190-20 109 ROAD,QUEENS,-73.765237,40.703182,NA,NA,NA,NA,NA,NA
R829,P.S. 65 The Academy of Innovative Learning,1,P.S. 65 The Academy of Innovative Learning,381,98 GRANT STREET,STATEN ISLAND,-74.078337,40.633666,NA,NA,NA,NA,NA,NA
K072,East New York Elementary School of Excellence|East New York Middle School of Excellence,2,East New York Elementary School of Excellence,616,605 SHEPHERD AVENUE,BROOKLYN,-73.879131,40.669358,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q142,Queens Transition Center,1,Queens Transition Center,379,142-10 LINDEN BOULEVARD,QUEENS,-73.8015,40.6841,NA,NA,NA,NA,NA,NA
M113,Opportunity Charter School|STEM Institute of Manhattan|Success Academy Charter School - Harlem 4,3,Opportunity Charter School,726,240 WEST 113 STREET,MANHATTAN,-73.955583,40.801573,NA,NA,NA,NA,NA,NA
M050,Central Park East II|NYC Autism Charter School East Harlem,2,Central Park East II,417,433 EAST 100 STREET,MANHATTAN,-73.940919,40.785559,NA,NA,NA,NA,NA,Community School MH
X140,P.S. X140 The Eagle School|Virtual Innovators Academy,2,P.S. X140 The Eagle School,NA,916 EAGLE AVENUE,BRONX,-73.907489,40.823318,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X285,The Highbridge Green School,1,The Highbridge Green School,378,200 West 167 Street,Bronx,-73.927892,40.838232,NA,NA,NA,NA,NA,NA
X444,Rose Hill Pre-K Center,1,Rose Hill Pre-K Center,377,2512 Marion Avenue,Bronx,-73.89292,40.861216,NA,NA,NA,NA,NA,NA
Q884,P.S. 65 - The Raymond York Elementary School,1,P.S. 65 - The Raymond York Elementary School,377,103-22 99 STREET,QUEENS,-73.841675,40.682293,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q234,Academy for New Americans|P.S. 234,2,P.S. 234,507,30-15 29 STREET,QUEENS,-73.923044,40.766898,NA,NA,NA,NA,NA,School Mental Health Specialist Program
R035,P.S. 35 The Clove Valley School,1,P.S. 35 The Clove Valley School,375,60 FOOTE AVENUE,STATEN ISLAND,-74.098994,40.613548,NA,NA,NA,NA,NA,NA
MBMO,Success Academy Charter School - Hudson Yards,1,Success Academy Charter School - Hudson Yards,374,500 West 41 Street,MANHATTAN,-73.996499,40.758759,NA,NA,NA,NA,NA,NA
